"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7VN57SY5","bookSection","2015","Ismail, Hanadi","Sound change in Damascus: men, women and life-modes","Proceedings of the 8th Conference of Association Internationale de Dialectologie Arabe (AIDA) Colchester, UK, 2008","","","","","","2015","2018-04-15 16:02:33","2018-04-15 16:02:33","","104-117","","","","","","","","","","","University of Essex","Essex","","","","","","","","(biblid:ismail_al_wer_2015_0000)","","","","vt:sociolinguistics; reg:Syro-Palestine [32.93, 36.53]; reg:Lebanon [33.71, 35.66]; geo:Damascus [33.51, 36.27]; vt:gender aspects","","Al-Wer, Enam; Hadjimetriou, Chryso; Herin, Bruno; Horesh, Uri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49HAIZXL","bookSection","2006","Ishihara, Tadayoshi","Some morphological remarks on Moroccan Arabic: with reference to the Spanish Arabic verb measures","L’arabe dialectal : enquêtes, descriptions, interprétations. Actes d’AIDA 6. Travaux Offerts au Professeur Taieb Baccouche. Sous la direction de Salah Mejri (Université de la Manouba / LLI, Université de Paris 13).","9954-0-2720-3","","","","","2006","2018-04-15 16:02:33","2018-04-15 16:02:33","","201-212","","","","","","","","","","","Imprimerie Officielle de la République Tunisienne","Tunis","","","","","","","","(biblid:ishihara_youssi_2006_0000)","","","","vt:morphology; vt:linguistics/dialectology; reg:Maghreb []; reg:Morocco [31.46, -6.39]","","Youssi, Abderrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZW946NUA","bookSection","2002","Isaksson, Bo; Lahdo, Ablahad","Three border towns between Turkey and Syria: ʿĀmūda, Dǝrbēsiyye and Rās ǝl-ʿAyn","Sprich doch mit deinen Knechten aramäisch, wir verstehen es!"": 60 Beiträge zur Semitistik. Festschrift für Otto Jastrow zum 60. Geburtstag","","","","","","2002","2018-04-15 16:02:33","2018-04-24 11:13:00","","311-335","","","","","","","","","","","Harrassowitz","Wiesbaden","","","","","","","","(biblid:isaksson_2002_3049)","","","","reg:Turkey [38.08, 41.10]","","Arnold, Werner; Bobzin, Hartmut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8Z5TVZG","bookSection","2008","Isaksson, Bo","Circumstantial Qualifiers in the Arabic Dialect of Kinderib (East Turkey)","Between the Atlantic and Indian Oceans: Studies on Contemporary Arabic Dialects. Proceedings of the 7th AIDA Conference, held in Vienna from 5-9 September 2006","978-3-8258-1597-4","","","","","2008","2018-04-15 16:02:33","2018-04-24 11:09:21","","251-258","","","","","","","","","","","LIT-Verlag","Münster-Wien","","","","","","","","(biblid:isaksson_prochazka_2008_0000)","","","","vt:syntax; reg:Turkey [38.08, 41.10]","","Procházka, Stephan; Ritt-Benmimoun, Veronika","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78VLMWST","bookSection","2003","Isaksson, Bo","Sason: New Data from a nearly forgotten Arabic Minority in Turkey","AIDA: 5th Conference Proceedings, Association Internationale de Dialectologie Arabe (AIDA): Cádiz, September 2002","84-7786-777-1","","","","","2003","2018-04-15 16:02:33","2018-04-24 11:11:53","","39-49","","","","","","","","","","","","Cadiz","","","","","","","","(biblid:isaksson_ferrando_2003_0000)","","","","vt:description of dialect; reg:Mesopotamia [35.14, 42.48]; geo:Sason [38.33, 41.42]; reg:Turkey [38.08, 41.10]","","Ferrando, Ignacio; Sandoval, Juan José Sánchez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJWVACK6","bookSection","2002","Isaksson, Bo","Report from a research project and a brief account of the dialect of ‘Amūda","Aspects of the dialects of Arabic today: Proceedings of the 4th Conference of the International Arabic Dialectology Association (AIDA), Marrakesh, April 1-4, 2000. In honour of Professor David Cohen","9954-0-2720-3","","","","","2002","2018-04-15 16:02:33","2018-04-15 16:02:33","","201-210","","","","","","","","","","","Amapatril","Rabat","","","","","","","","(biblid:isaksson_youssi_2002_0000)","","","","vt:description of dialect; reg:Mesopotamia [35.14, 42.48]; reg:Syria [34.61, 38.55]; geo:Amuda [37.10, 40.93]","","Youssi, Abderrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RC2PABIL","bookSection","2000","Isaksson, Bo","Iranian and Turcic influence on border area Arabic dialects","Proceedings of the Third International Conference of AÏDA: Association Internationale de Dialectologie Arabe: held at Malta, 29 March – 2 April 1998","99932-0-044-1","","","","","2000","2018-04-15 16:02:33","2018-04-15 16:02:33","","201-206","","","","","","","","","","","","Malta","","","","","","","","(biblid:isaksson_mifsud_2000_0000)","","","","vt:linguistics/dialectology; reg:Mesopotamia [35.14, 42.48]","","Mifsud, Manwel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVTXMC2N","bookSection","2000","Isaksson, Bo","Expressions of evidentiality in two Semitic languages: Hebrew and Arabic","Evidentials: Turkic, Iranian and neighbouring languages","","","","","","2000","2018-04-15 16:02:33","2018-04-15 16:02:33","","383-399","","","","","","","","","","","De Gruyter Mouton","Berlin - New York","","","","","","","","(biblid:isaksson_2000_3146)","","","","vt:general/comparative study; vt:Arab World general","","Johanson, Lars; Utas, Bo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA9C8FQX","bookSection","1995","Isaksson, Bo","The separate first person pronoun in the Modern Arabic dialects","Proceedings of the 2nd International Conference of l’Association Internationale pour la Dialectologie Arabe (AIDA): held at Trinity Hall in the University of Cambridge, 10 – 14 September 1995","","","","","","1995","2018-04-15 16:02:33","2018-04-15 16:02:33","","75-84","","","","","","","","","","","University Publications Centre","Cambridge","","","","","","","","(biblid:isaksson_cremona_1995_0000)","","","","vt:general/comparative study; vt:morphology; vt:Arab World general","","Cremona, Joe; Holes, Clive; Khan, Geoffrey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J78KDGPB","bookSection","1962","Irving, Thomas Ballantine","North African Arabic Studies","Arabic dialect studies: a selected bibliography","","","","","","1962","2018-04-15 16:02:33","2018-09-18 15:52:58","","58-88","","","","","","","","","","","Center for Applied Linguistics of the Modern Language Association and the Middle East Institute","Washington, D. C.","","","","","","","","(biblid:irving_1962_3735)","","","","","","Sobelman, Harvey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHCZ8SZJ","bookSection","2004","Iraqui-Sinaceur, Zakia","Histoire et emprunt linguistique","Trames de langues. Usages et métissages linguistiques dans l'histoire du Maghreb","","","","","","2004","2018-04-15 16:02:33","2018-04-15 16:02:33","","509-524","","","","","","","","","","","Maisonneuve et Larose","Paris","French","","","","","","","(biblid:iraqui-sinaceur_2004_3733)","","","","vt:lexicon; vt:Arab World general; vt:contact linguistics; vt:loanwords; vt:diachronic perspective","","Dakhila, Jocelyne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RS3YYHGJ","bookSection","2003","Iraqui-Sinaceur, Zakia","Racine et schème en arabe marocain","Mélanges David Cohen. Études sur le langage, les langues, les dialects, les littératures, offertes par ses élèves, ses collègues, ses amis presentées à l'occasion de son quatre-vingtième anniversaire","","","","","","2003","2018-04-15 16:02:33","2018-04-15 16:02:33","","315-329","","","","","","","","","","","Maisonneuve & Larose","Paris","","","","","","","","(biblid:iraqui-sinaceur_2003_4218)","","","","vt:Maghreb; vt:morphology; reg:Morocco [31.46, -6.39]","","Lentin, Jèrôme; Lonnet, Antoine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P47KBU6Y","bookSection","1998","Iraqui-Sinaceur, Zakia","Le dialecte de Tanger","Peuplement et arabisation au Maghreb occidental: dialectologie et histoire","","","","","","1998","2018-04-15 16:02:33","2018-04-15 16:02:33","","131-140","","","","","","","","","","","Casa de Velázquez","Madrid - Zaragoza","","","","","","","","(biblid:iraqui-sinaceur_1998_3730)","","","","vt:Maghreb; vt:description of dialect; vt:transcribed texts; reg:Morocco [31.46, -6.39]; geo:Tanger [35.75, -5.83]","","Aguadé, Jordi; Cressier, Patrice; Vicente, Ángeles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"739UP96Z","bookSection","1995","Iraqui-Sinaceur, Zakia","Les travaux de dialectologie de l'IERA","Dialectologie et sciences humaines au Maroc","","","","","","1995","2018-04-15 16:02:33","2018-04-15 16:02:33","","61-76","","","","","","","","","","","Faculté des Lettres et des Sciences Humaines","Rabat","French","","","","","","","(biblid:iraqui-sinaceur_1995_3728)","","","","vt:linguistics/dialectology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R4NAS36U","bookSection","1993","Iraqui-Sinaceur, Zakia","Le recueil de Westermarck et d'autres proverbes","Westermarck et la société marocaine","","","","","","1993","2018-04-15 16:02:33","2018-04-15 16:02:33","","97-108","","","","","","","","","","","Faculté des Lettres et des Sciences Humaines de Rabat","Rabat","English","","","","","","","(biblid:iraqui-sinaceur_1993_3726)","","","","vt:Arab World general; vt:proverbs; vt:folklore","","Bourqia, Rahma; Al Harras, Mokhtar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMFWD6EJ","bookSection","2016","Ionete, Ștefan","Some Features of Arabic Spoken in Hasköy","Arabic Varieties: Far and Wide. Proceedings of the 11th International Conference of AIDA – Bucharest, 2015","978-606-16-0709-9","","","","","2016","2018-04-15 16:02:33","2018-04-24 11:07:51","","323-329","","","","","","","","","","","Editura Universității din București","Bucharest","","","","","","","","(biblid:ionete_grigore_2016_0000)","","","","vt:description of dialect; geo:Hasköy [38.68, 41.69]; reg:Turkey [38.08, 41.10]","","Grigore, George; Bițună, Gabriel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHZ4M242","bookSection","2005","Ingham, Bruce","Persian and Turkish loans in the Arabic dialects of North East Arabia","Linguistic Convergence and Areal Diffusion: Case Studies from Iranian, Semitic and Turkic","","","","","","2005","2018-04-15 16:02:33","2018-04-18 10:25:31","","173-179","","","","","","","","","","","Routledge Curzon","London; New York","","","","","","","","(biblid:ingham_2005_3181)","","","","reg:Iran [30.40, 50.60]","","Csató, Éva Ágnes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"226QH529","bookSection","2003","Ingham, Bruce","Language survival in isolation: the Arabic dialect of Afghanistan","AIDA: 5th Conference Proceedings, Association Internationale de Dialectologie Arabe (AIDA): Cádiz, September 2002","84-7786-777-1","","","","","2003","2018-04-15 16:02:33","2018-04-15 16:02:33","","21-37","","","","","","","","","","","","Cadiz","","","","","","","","(biblid:ingham_ferrando_2003_0000)","","","","vt:description of dialect; vt:Arabic as a minority language; reg:Mesopotamia [35.14, 42.48]; reg:Afghanistan [33.66, 66.14]","","Ferrando, Ignacio; Sandoval, Juan José Sánchez","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TYCGZJ3K","bookSection","1998","Ingham, Bruce","The dialect of the Mi’dān or ‘Marsh Arabs’","Proceedings of the Third International Conference of AÏDA: Association Internationale de Dialectologie Arabe: held at Malta, 29 March – 2 April 1998","99932-0-044-1","","","","","1998","2018-04-15 16:02:33","2018-04-18 10:25:16","","125-130","","","","","","","","","","","","Malta","","","","","","","","(biblid:ingham_mifsud_2000_0000)","","","","vt:description of dialect; reg:Iran [30.40, 50.60]","","Mifsud, Manwel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93DABKLD","bookSection","1994","Ingham, Bruce","Modality in the Arabic dialect of Najd","Actes des premières journées internationales de dialectologie arabe de Paris. (Colloque international tenu à Paris du 27 au 30 janvier 1993). Préface de David Cohen","2-85831-045-9","","","","","1994","2018-04-15 16:02:33","2018-04-15 16:02:33","","185-204","","","","","","","","","","","INALCO, Publications Langues'O","Paris","","","","","","","","(biblid:ingham_caubet_1994_0000)","","","","vt:general/comparative study; vt:morphology; vt:syntax; reg:Arabian Peninsula [22.36, 46.81]; reg:Saudi Arabia [22.95, 46.34]","","Caubet, Dominique; Vanhove, Martine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2A2B8WX","bookSection","1994","Ingham, Bruce","Ethnolinguistic Links between Southern Iraq and Khuzistan","The Boundaries of Modern Iran","","","","","","1994","2018-04-15 16:02:33","2018-09-18 15:32:41","","93-100","","","","","","","","","","","London University College Press","London","","","","","","","","(biblid:ingham_1994_3172)","","","","vt:general/comparative study; vt:sociolinguistics; vt:linguistics/dialectology; reg:Iraq [31.64, 45.33]; geo:Basra [30.50, 47.78]; reg:Iran [30.40, 50.60]; vt:contact linguistics; vt:ethnic minorities; geo:Khuzestan Province [31.55, 49.01]","","McLachlan, Keith Stanley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MJL5V8K","bookSection","1991","Ingham, Bruce","Sentence structure in Khuzistani Arabic","Semitic studies: In honor of Wolf Leslau on the occasion of his eighty-fifth birthday, November 14th, 1991","","","","","","1991","2018-04-15 16:02:33","2018-09-18 15:36:05","","714-728","","","1","","","","","","","","Harrassowitz","Wiesbaden","","","","","","","","(biblid:ingham_1991_3237)","","","","vt:general/comparative study; vt:syntax; reg:Mesopotamia [35.14, 42.48]; reg:Iran [30.40, 50.60]; geo:Khuzestan Province [31.55, 49.01]","","Kaye, Alan S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47X7MZCA","bookSection","1999","Idrissi, Abdeljalil el-","Prépositions supports et noms de sentiments en arabe marocain","Des noms et des noms. [Coordonné] par Abdelali Sabia Oujda: Faculté des Lettres et des Sciences Humaines d'Oujda","","","","","","1999","2018-04-15 16:02:33","2018-04-15 16:02:33","","177-192","","","","","","","","","","","Faculté des Lettres et des Sciences Humaines d'Oujda","","French","","","","","","","(biblid:idrissi_1999_3714)","","","","vt:general/comparative study; vt:Maghreb; vt:description of dialect; vt:syntax; vt:lexicon; vt:transcribed texts; vt:linguistics/dialectology; vt:conversation/dialogue; reg:Morocco [31.46, -6.39]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZEYJC99","bookSection","1951","Ibn ʿAṭṭar, Judah b. ʿOvēd","Zikkārōn li-Benē Yisrāʾel","Un recueil de textes historiques judéo-marocaines","","","","","","1951","2018-04-15 16:02:33","2018-09-18 15:15:17","","","","","","","","","","","","","Larose","Paris","","","","","","","","(biblid:ibn cattar_1951_4381)","","","","vt:Maghreb; vt:description of dialect; vt:transcribed texts; reg:Morocco [31.46, -6.39]; vt:contact linguistics; vt:ethnic minorities; vt:Jewish dialects","","Vajda, Georges","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIC2ZN4L","bookSection","2016","Horvat, Bohdan","Voices and Registers in the [Dialect] Poetry of Fuad Haddad","Arabic Varieties: Far and Wide. Proceedings of the 11th International Conference of AIDA – Bucharest, 2015","978-606-16-0709-9","","","","","2016","2018-04-15 16:02:33","2018-04-15 16:02:33","","315-321","","","","","","","","","","","Editura Universității din București","Bucharest","","","","","","","","(biblid:horvat_grigore_2016_0000)","","","","vt:linguistics/dialectology; reg:Egypt [27.39, 30.26]; reg:Egypt-Sudan","","Grigore, George; Bițună, Gabriel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSBD3LSV","bookSection","2016","Horesh, Uri","Four Types of Phonological Lenition in Palestinian Arabic","Arabic Varieties: Far and Wide. Proceedings of the 11th International Conference of AIDA – Bucharest, 2015","978-606-16-0709-9","","","","","2016","2018-04-15 16:02:33","2018-04-15 16:02:33","","307-313","","","","","","","","","","","Editura Universității din București","Bucharest","","","","","","","","(biblid:horesh_grigore_2016_0000)","","","","vt:phonology; reg:Israel [31.53, 34.83]; reg:Palestine [31.89, 35.25]; reg:Syro-Palestine [32.93, 36.53]","","Grigore, George; Bițună, Gabriel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLZKWZVZ","bookSection","2000","Horesh, Uri","Toward a phonemic and phonetic assessment of Jaffa Arabic: Is it a typical urban Palestinian dialect?","Proceedings of the Third International Conference of AÏDA: Association Internationale de Dialectologie Arabe: held at Malta, 29 March – 2 April 1998","99932-0-044-1","","","","","2000","2018-04-15 16:02:33","2018-04-15 16:02:33","","15-20","","","","","","","","","","","","Malta","","","","","","","","(biblid:horesh_mifsud_2000_0000)","","","","vt:phonology; reg:Israel [31.53, 34.83]; reg:Palestine [31.89, 35.25]; reg:Syro-Palestine [32.93, 36.53]; geo:Jaffa [32.04, 34.75]","","Mifsud, Manwel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CI55692","bookSection","2017","Holes, Clive","The Omani Arabic Dialects in Their Regional Context","Süd-Arabien : a great ""lost corridor"" of mankind: a collection of papers dedicated to the re-establishment of South Arabian studies in Austria","","","","","","2017","2018-04-15 16:02:33","2019-02-11 15:10:41","","287-295","","","1","","","","","","","","Ugarit-Verlag","Münster","","","","","","","","(biblid:holes_2017_3217)","","","","vt:general/comparative study; vt:Oman/Yemen; reg:Arabian Peninsula [22.36, 46.81]; reg:Oman [21.40, 57.76]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"US8KY5WW","bookSection","2012","Holes, Clive","Some unusual verb forms of North-Arabia","Autour de la langue arabe : études présentées à Jacques Grand'Henry à l'occasion de son 70e anniversaire","","","","","","2012","2018-04-15 16:02:33","2018-09-18 14:26:18","","219-228","","","","","","","","","","","Peeters","Louvain-la-Neuve","","","","","","","","(biblid:holes_2012_2963)","","","","vt:general/comparative study; vt:morphology; reg:Arabian Peninsula [22.36, 46.81]; reg:Gulf [26.57, 49.55]","","Den Heijer, Johannes; La Spisa, Paolo; Tuerlinckx, Laurence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TV9EN6Z5","bookSection","2002","Holes, Clive","Reflexes of CLA qad and qaṭ in the Arabic dialects of eastern and central Arabia","Aspects of the dialects of Arabic today: Proceedings of the 4th Conference of the International Arabic Dialectology Association (AIDA), Marrakesh, April 1-4, 2000. In honour of Professor David Cohen","9954-0-2720-3","","","","","2002","2018-04-15 16:02:33","2018-04-15 16:02:33","","88-97","","","","","","","","","","","Amapatril","Rabat","","","","","","","","(biblid:holes_youssi_2002_0000)","","","","vt:general/comparative study; reg:Arabian Peninsula [22.36, 46.81]; reg:Mesopotamia [35.14, 42.48]","","Youssi, Abderrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZ9NYTQ4","bookSection","1995","Holes, Clive","Passive verbs in Omani Arabic","Proceedings of the 2nd International Conference of l’Association Internationale pour la Dialectologie Arabe (AIDA): held at Trinity Hall in the University of Cambridge, 10 – 14 September 1995","","","","","","1995","2018-04-15 16:02:33","2018-09-18 13:14:32","","69-74","","","","","","","","","","","Middle East Centre, Faculty of Oriental Studies","Cambridge","","","","","","","","(biblid:holes_cremona_1995_0000)","","","","vt:morphology; reg:Arabian Peninsula [22.36, 46.81]; reg:Oman [21.40, 57.76]","","Cremona, Joe; Holes, Clive; Khan, Geoffrey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXHY94FN","bookSection","1991","Holes, Clive","Kashkasha and the fronting and affrication of the velar stops revisited: A contribution to the historical phonology of the peninsular Arabic dialects","Semitic studies in honor of Wolf Leslau on the occasion of his eighty-fifth birthday, November 14th, 1991","","","","","","1991","2018-04-15 16:02:33","2018-04-15 16:02:33","","652-678","","","","","","","","","","","Harrassowitz","Wiesbaden","","","","","","","","(biblid:holes_1991_3042)","","","","vt:phonology; reg:Arabian Peninsula [22.36, 46.81]; vt:diachronic perspective","","Kaye, Alan S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"897D8NS5","bookSection","2001","Himer, Mohammed el-","Identité urbaine de la popolation de Salé","Sociolinguistique Urbaine","","","","","","2001","2018-04-15 16:02:33","2018-09-18 12:49:58","","","","","","","","","","","","","Presses Univeristaires de Rennes","","","","","","","","","(biblid:himer_2001_3709)","","","","","","Bulot, Thierry; Bauvois, C.; Blanchet, P.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6S6DJRIE","bookSection","2008","Himer, Mohammed El","Zones linguistiques du Maroc arabophone: contacts et effets à Salé","Between the Atlantic and Indian Oceans: Studies on Contemporary Arabic Dialects. Proceedings of the 7th AIDA Conference, held in Vienna from 5-9 September 2006","978-3-8258-1597-4","","","","","2008","2018-04-15 16:02:33","2018-04-15 16:02:33","","169-184","","","","","","","","","","","LIT-Verlag","Münster-Wien","","","","","","","","(biblid:himer_prochazka_2008_0000)","","","","vt:sociolinguistics; vt:sedentary dialect; reg:Maghreb []; reg:Morocco [31.46, -6.39]; geo:Sale [34.03, -6.77]","","Procházka, Stephan; Ritt-Benmimoun, Veronika","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7B2DUFNQ","bookSection","2000","Himer, Mohamed el-","Synthèse des études consacrées à l'Arabe marocain et nature du lexique abordé","Langues maternelles et enseignement apprentissage des langues étrangères au Maroc","","","","","","2000","2018-04-15 16:02:33","2018-04-15 16:02:33","","67-75","","","","","","","","","","","Faculté des Lettres et des Sciences Humaines (Université Ibn Zohr)","Agadir","French","","","","","","","(biblid:himer_2000_4176)","","","","vt:Maghreb; vt:description of dialect; vt:lexicon; vt:dictionary; vt:glossary; vt:linguistics/dialectology; reg:Morocco [31.46, -6.39]","","Amsidder, Abderrahmane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXGP9WAE","bookSection","2015","Heselwood, Barry; Watson, Janet","The Arabic definite article: A synchronic and historical perspective","Arabic and Semitic Linguistics Contextualized","","","","","","2015","2018-04-15 16:02:33","2018-04-15 16:02:33","","157-176","","","","","","","","","","","Harrassowitz","Wiesbaden","","","","","","","","(biblid:heselwood_2015_2933)","","","","vt:general/comparative study; vt:morphology; vt:Arab World general; vt:diachronic perspective","","Edzard, Lutz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9GPRW8Y","bookSection","1996","Herrero Muñoz-Cobo, Bárbara","La situación lingüística marroquí. Contacto de lenguas en Marruecos","Atlas de la inmigración magrebí en España","","","","","","1996","2018-04-15 16:02:33","2018-04-15 16:02:33","","44-45","","","","","","","","","","","Universidad Autónoma de Madrid & Taller de Estudios Internacionales Mediterráneos, Centro Internacional Carlos V","Madrid","","","","","","","","(biblid:herrero munoz-cobo_1996_3702)","","","","vt:general/comparative study; vt:Maghreb; reg:Morocco [31.46, -6.39]; vt:contact linguistics","","López García, Bernabé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37FLINE4","bookSection","1995","Herrero Muños-Cobo, B.","Asimetrías interculturales en los hábitos retóricos. Análisis de un caso concreto","El Magreb: coordenadas socioculturales","","","","","","1995","2018-04-15 16:02:33","2018-09-18 12:33:59","","97-110","","","","","","","","","","","Grupo de Investigación Estudios Arabes Contemporáneos, Universidad de Granada","Granada","English","","","","","","","(biblid:herrero munos cobo_1995_3699)","","","","Muslim minorities in Western Europe Spain; Arabic language: non-classical: Colloquial Arabic dialects North Africa & Spain; Arabic language: colloquial - Moroccan; Spain - modern; Crime & punishment; Law - Spain (modern); Migration - Morocco to Spain; Minorities (Muslim) - Spain (modern); Rhetoric","","Pérez Beltrán, Carmelo; Ruiz-Almodóvar, Caridad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPAT8YYW","bookSection","1996","Herrero Muños-Cobo, Bárbara","Novedades en la obra lingüística del Padre José Lerchundi","Marruecos y el Padre Lerchundi","","","","","","1996","2018-04-15 16:02:33","2018-09-18 12:31:08","","133-148","","","","","","","","","","","Mapfre","Madrid","","","","","","","","(biblid:herrero_1996_3696)","","","","","","Lourido Díaz, Ramón","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R9KQJ4JC","bookSection","2008","Henkin, Roni","Diachronic and Synchronic Accommodation in Negev Arabic","Between the Atlantic and Indian Oceans: Studies on Contemporary Arabic Dialects. Proceedings of the 7th AIDA Conference, held in Vienna from 5-9 September 2006","978-3-8258-1597-4","","","","","2008","2018-04-15 16:02:33","2018-04-15 16:02:33","","237-250","","","","","","","","","","","LIT-Verlag","Münster-Wien","","","","","","","","(biblid:henkin_prochazka_2008_0000)","","","","vt:linguistics/dialectology; reg:Israel [31.53, 34.83]; vt:diachronic perspective","","Procházka, Stephan; Ritt-Benmimoun, Veronika","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73CG5P7V","bookSection","2002","Henkin, Roni","Tense-switching in narratives of Negev Bedouin men and women","Aspects of the dialects of Arabic today: Proceedings of the 4th Conference of the International Arabic Dialectology Association (AIDA), Marrakesh, April 1-4, 2000. In honour of Professor David Cohen","9954-0-2720-3","","","","","2002","2018-04-15 16:02:33","2018-04-15 16:02:33","","288-298","","","","","","","","","","","Amapatril","Rabat","","","","","","","","(biblid:henkin_youssi_2002_0000)","","","","vt:syntax; vt:sociolinguistics; reg:Israel [31.53, 34.83]; vt:gender aspects","","Youssi, Abderrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IB4JLYYW","bookSection","2000","Henkin, Roni","Pragmatics of conditionality in Negev Bedeuin","Proceedings of the Third International Conference of AÏDA: Association Internationale de Dialectologie Arabe: held at Malta, 29 March – 2 April 1998","99932-0-044-1","","","","","2000","2018-04-15 16:02:33","2018-04-15 16:02:33","","9-14","","","","","","","","","","","","Malta","","","","","","","","(biblid:henkin_mifsud_2000_0000)","","","","vt:bedouin dialect; vt:pragmatics; reg:Israel [31.53, 34.83]; geo:Negev [32.15, 34.84]","","Mifsud, Manwel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
